sku,Brand,Category,sub_category,sub_sub_category,Title,Description,Condition,Price,Image,Product Line,Product Series,Model,OEM Manufacturer,Product Type,# of Cores,Processor Speed,Socket Type
F4825, Dell ,Processors,Desktop Processors,NA,F4825 - Dell 2.50GHz Socket PGA478 Celeron 1-Core Processor,Dell F4825 2.50GHz 400MHz FSB 128KB L2 Cache Socket PGA478 Intel Celeron Single-core (1 Core) Processor For Inspiron Series,Refurbished,$100.00,https://cdn.cmshardware.com/images/Images/Products/F4825.webp,,,,,,,,
UJ404, Dell ,Processors,Server Processors,NA,UJ404 - Dell 2.00GHz Socket LGA771 Xeon 5130 2-Core Processor,Dell UJ404 2.00GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5130 Dual-core (2 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Xeon-Gen.webp,Xeon ,E5000 ,,Intel ,Micro Processor ,Dual-core (2 Core) ,2.0 GHz,Socket LGA771 
YJ057, Dell ,Processors,Server Processors,NA,YJ057 - Dell 1.86GHz LGA771 Xeon 5120 2-Core Processor,Dell YJ057 1.86GHz 1066MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5120 Dual-core (2 Core) Processor,Refurbished,$72.00,https://cdn.cmshardware.com/images/Images/Products/Dual-Core-Gen.webp,Xeon ,,5120  ,,Micro Processor ,Dual-core (2 Core) ,1.8 GHz,Socket LGA771 
C8508, Dell ,Processors,Server Processors,NA,C8508 - Dell 3.00GHz Socket PPGA604 Xeon 1-Core Processor,Dell C8508 3.00GHz 800MHz FSB 2MB L2 Cache Socket PPGA604 Intel Xeon Single-core (1 Core) Processor,Refurbished,$62.00,https://cdn.cmshardware.com/images/Images/Products/C8508.webp,Xeon ,,,,Micro Processor ,Single-core (1 Core) ,3 GHz,Socket PPGA604 
XU936, Dell ,Processors,Server Processors,NA,XU936 - Dell 1.60GHz Socket LGA771 Xeon 5110 2-Core Processor,Dell XU936 1.60GHz 1066MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5110 Dual-core (2 Core) Processor,Refurbished              ,$148.00,https://cdn.cmshardware.com/images/Images/Products/Dual-Core-Gen.webp,Xeon ,,5110 ,,Micro Processor ,Dual-core (2 Core) ,"1,6 GHz",Socket LGA771 
D7886, Dell ,Processors,Server Processors,NA,D7886 - Dell 3.00GHz Socket LGA771 Xeon 5160 2-Core Processor,Dell D7886 3.00GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5160 Dual-core (2 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/D7886.webp,Xeon ,5100 ,5160 ,,Micro Processor ,Dual-core (2 Core) ,3.0 GHz,Socket LGA771 
NN040, Dell ,Processors,Server Processors,NA,NN040 - Dell 2.33GHz LGA771 Xeon LV 5148 2-Core Processor,Dell NN040 2.33GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon LV 5148 Dual-core (2 Core) Processor,Refurbished              ,$148.00,https://cdn.cmshardware.com/images/Images/Products/NN040.webp,Xeon ,,5148 ,,Micro Processor ,Dual-core (2 Core) ,2.3 GHz,Socket LGA771 
CF840, Dell ,Processors,Server Processors,NA,CF840 - Dell 3.6GHz Socket 604 Intel Xeon Processor,Dell CF840 3.6GHz 2MB L2 Cache 800MHz FSB 604-Pin Micro-FCPGA Socket Xeon Processor for PE2850,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/CF840.webp,Xeon ,,,,Micro Processor ,Single-core (1 Core) ,3.6 GHz,Socket PPGA604 
YM297, Dell ,Processors,Server Processors,NA,YM297 - Dell 2.33GHz LGA771 Xeon LV 5148 2-Core Processor,Dell YM297 2.33GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon LV 5148 Dual-core (2 Core) Processor,Refurbished              ,$148.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Xeon-Gen.webp,Xeon ,,5148 ,,Micro Processor ,Dual-core (2 Core) ,2.3 GHz,Socket LGA771 
TY343, Dell ,Processors,Server Processors,NA,TY343 - Dell 2.66GHz Socket LGA771 Xeon 5150 2-Core Processor,Dell TY343 2.66GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5150 Dual-core (2 Core) Processor For PowerEdge 1900/2900,Refurbished,$62.00,https://cdn.cmshardware.com/images/Images/Products/TY343.webp,Xeon ,,5150 ,,Micro Processor ,Dual-core (2 Core) ,2.66 GHz,Socket LGA771 
XJ105, Dell ,Processors,Server Processors,NA,XJ105 - Dell 2.66GHz Socket LGA771 Xeon 5150 2-Core Processor,Dell XJ105 2.66GHz 1333MHz FSB 4MB L2 Cache Socket LGA771 Intel Xeon 5150 Dual-core (2 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/XJ105.webp,Xeon ,,5150 ,,Micro Processor ,Dual-core (2 Core) ,2.66 GHz,Socket LGA771 
0VXVN, Dell ,Processors,Server Processors,NA,0VXVN - Dell 2.93GHz Socket LGA1366 X5647 4-Core Processor,Dell 0VXVN 2.93GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon X5647 Quad-core (4 Core) Processor,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/0VXVN-o.webp,Xeon ,X5000 ,X5647 ,,Processor Upgrade ,Quad-core (4 Core) ,2.93 GHz,
1TWGH, Dell ,Processors,Server Processors,NA,1TWGH - Dell 2.50GHz LGA2011 Xeon E5-2640 6-Core Processor,Dell 1TWGH 2.50GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2640 Hexa-core (6 Core) Processor,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/1TWGH-o.webp,Xeon ,,E5-2640 ,Intel ,Processor Upgrade ,Hexa-core (6 Core) ,2.5 GHz,Socket FCLGA2011 
VP76H, Dell ,Processors,Desktop Processors,NA,VP76H - Dell 3.20GHz 4MB L3 Cache LGA1156 Core i5-650 2-Core Processor,Dell VP76H 3.20GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i5-650 Dual-core (2 Core) Processor,Refurbished,$98.00,https://cdn.cmshardware.com/images/Images/Products/VP76H.webp,,,,,,,,
VRD4N, Dell ,Processors,Laptop Processors,NA,VRD4N - Dell 2.4GHz 5.0GT/s 3MB L3 Cache Socket PPGA988 Intel Core i5-2430M Dual-core (2 Core) Processor,Dell VRD4N 2.4GHz 5.0GT/s 3MB L3 Cache Socket PPGA988 Intel Core i5-2430M Dual-core (2 Core) Processor,Refurbished,$124.00,https://cdn.cmshardware.com/images/Images/Products/VRD4N-s.webp,,i5-2400 ,i5-2430M ,,Micro Processor ,Dual-core (2 Core) ,2.4 GHz,
8785R, Dell ,Processors,Desktop Processors,NA,8785R - Dell 500MHz 512KB L2 Cache Socket SECC2 Intel Pentium III Single-core (1 Core) Processor,Dell 8785R 500MHz Intel Pentium III Processor,Refurbished,$102.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-III.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket SECC2242 
8XFGP, Dell ,Processors,Laptop Processors,NA,8XFGP - Dell 2.66GHz 2.5GT/s 3MB Cache Socket PPGA988 Intel Core i5-580M Dual Core Processor,Dell 8XFGP 2.66GHz 2.5GT/s 3MB Cache Socket PPGA988 Intel Core i5-580M Dual Core Processor,Refurbished,$124.00,https://cdn.cmshardware.com/images/Images/Products/8XFGP-o.webp,,i5-5000 ,i5-580M ,,Processor Upgrade ,,2.66 GHz,
9602U, Dell ,Processors,Desktop Processors,NA,9602U - Dell 600MHz 133MHz FSB 256KB L2 Cache Socket SECC2 Intel Pentium III Single-core (1 Core) Processor,Dell 9602U 600MHz Intel Pentium III Processor,Refurbished,$124.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-III.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,600 MHz,Socket SECC2242 
F7MM5, Dell ,Processors,Desktop Processors,NA,F7MM5 - Dell 3.20GHz 4MB L3 Cache LGA1156 Core i5-650 2-Core Processor,Dell F7MM5 3.20GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i5-650 Dual-core (2 Core) Processor,Refurbished,$98.00,https://cdn.cmshardware.com/images/Images/Products/F7MM5.webp,,,,,,,,
91NEK, Dell ,Processors,Desktop Processors,NA,91NEK - Dell 533MHz 256KB L2 Socket SECC2 Intel Pentium III Single-core (1 Core) Processor,Dell 91NEK 533MHz Intel Pentium III Processor,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-III.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,533 MHz,Socket SECC2242 
935UJ, Dell ,Processors,Desktop Processors,NA,935UJ - Dell 800MHz 133MHz 256KB L2 Cache Socket PGA370 Intel Pentium III Single-core (1 Core) Processor,Dell 935UJ 800MHz Intel Pentium III Processor,Refurbished,$94.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-III.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,800 MHz,Socket PPGA370 
P7958, Dell ,Processors,Desktop Processors,NA,P7958 - Dell 3.4GHz 800MHz Intel Pentium 4 Processor,Dell P7958 3.4GHz 800MHz Intel Pentium 4 Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-4.webp,Pentium 4 ,,,,Processor Upgrade ,,3.4 GHz,
R6841, Dell ,Processors,Desktop Processors,NA,R6841 - Dell 3.0GHz 800MHz FSB 1MB L2 Cache Socket 478 Intel Pentium 4 Processor,Dell R6841 3GHz Intel Pentium 4 Processor,Refurbished,$124.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-4.webp,Pentium 4 ,,478 ,,Micro Processor ,,3.0 GHz,Socket PGA-478 
GG870, Dell ,Processors,Desktop Processors,NA,GG870 - Dell 2.80GHz Socket LGA775 Pentium 4 1-Core Processor,Dell GG870 2.80GHz 533MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium 4 Single-core (1 Core) Processor,Refurbished,$72.00,https://cdn.cmshardware.com/images/Images/Products/GG870.webp,Pentium 4 ,,,,Micro Processor ,Single-core (1 Core) ,2.80 GHz,Socket FCLGA-775 
R69WJ, Dell ,Processors,Desktop Processors,NA,R69WJ - Dell 3.33GHz 4MB L3 Cache LGA1156 Core i5-661 2-Core Processor,Dell R69WJ 3.33GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i5-661 Dual-core (2 Core) Processor,Refurbished,$140.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-Gen.webp,,,,,,,,
121Y8, Dell ,Processors,Laptop Processors,NA,121Y8 - Dell 2.1GHz 2.5GT/s DMI 3MB L3 Cache Socket PGA988 Intel Pentium P6200 Dual-core (2 Core) Processor,Dell 121Y8 2.1GHz 2.5GT/s DMI 3MB L3 Cache Socket PGA988 Intel Pentium P6200 Dual-core (2 Core) Processor,Refurbished,$626.00,https://cdn.cmshardware.com/images/Images/Products/536723-351.webp,,,,,Micro Processor ,Dual-core (2 Core) ,2.1 GHz,Socket PGA-988 
1334U, Dell ,Processors,Desktop Processors,NA,1334U - Dell 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Dell 1334U 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/1334U.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket PPGA370 
1058D, Dell ,Processors,Laptop Processors,NA,1058D - Dell 266MHz 66MHz FSB 256KB L2 Cache Intel Pentium II Single-core (1 Core) Processor,Dell 1058D 266MHz 66MHz FSB 256KB L2 Cache Intel Pentium II 1-Core Processor,Refurbished,$104.00,https://cdn.cmshardware.com/images/Images/Products/1058D.webp,Pentium II ,, ,,Processor Upgrade ,Single-core (1 Core) ,266 MHz,
11MPN, Dell ,Processors,Desktop Processors,NA,11MPN - Dell 500MHz 100MHz FSB 256KB L2 Cache Socket PPGA370 Intel Pentium III 1-Core Processor,Dell 11MPN 500MHz 100MHz FSB 256KB L2 Cache Socket PPGA370 Intel Pentium III 1-Core Processor,Refurbished,$88.00,https://cdn.cmshardware.com/images/Images/Products/11MPN.webp,,,,,,,,
20HXD, Dell ,Processors,Laptop Processors,NA,20HXD - Dell 650MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Dell 20HXD 650MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Refurbished,$110.00,https://cdn.cmshardware.com/images/Images/Products/20HXD.webp,Celeron ,,,,Processor Upgrade ,Single-core (1 Core) ,650 MHz,Socket PPGA-495 
21DEW, Dell ,Processors,Desktop Processors,NA,21DEW - Dell 650MHz Socket PPGA370 Pentium III 1-Core Processor,Dell 21DEW 650MHz 100MHz FSB 256KB L2 Cache Socket PPGA370 / SECC2495 Intel Pentium III 1-Core Processor,Refurbished,$78.00,https://cdn.cmshardware.com/images/Images/Products/21DEW.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,650 MHz,Socket PPGA370 
22DRY, Dell ,Processors,Desktop Processors,NA,22DRY - Dell 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Dell 22DRY 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/22DRY.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket PPGA370 
14PKF, Dell ,Processors,Desktop Processors,NA,14PKF - Dell 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 14PKF 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/14PKF.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,566 MHz,Socket PPGA370 
CJ1KF, Dell ,Processors,Server Processors,NA,CJ1KF - Dell 2.40GHz Socket G34 Opteron 6378 16-Core Processor,Dell CJ1KF 2.40GHz 3200MHz HTL 16MB L3 Cache Socket G34 AMD Opteron 6378 Hexadeca-core (16 Core) Processor,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/CJ1KF.webp,,,,,Micro Processor ,Hexadeca-core (16 Core) ,2.40 GHz,Socket G34 
VJJD5, Dell ,Processors,Server Processors,NA,VJJD5 - Dell 2.40GHz Socket G34 Opteron 6378 16-Core Processor,Dell VJJD5 2.40GHz 3200MHz HTL 16MB L3 Cache Socket G34 AMD Opteron 6378 Hexadeca-core (16 Core) Processor,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/VJJD5.webp,,,,,Micro Processor ,Hexadeca-core (16 Core) ,2.40 GHz,Socket G34 
D004H, Dell ,Processors,Server Processors,NA,D004H - Dell 2.30GHz Socket F Opteron 2376 4-Core Processor,Dell D004H 2.30GHz 1000MHz HTL 6MB L3 Cache Socket F (1207) AMD Opteron 2376 Quad-core (4 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/AMD-Opteron-2376.webp,Opteron ,,2376 ,AMD ,Micro Processor ,Quad-core (4 Core) ,2.30 GHz,Socket Fr2(1207) 
F403T, Dell ,Processors,Server Processors,NA,F403T - Dell 2.40GHz Socket-F Opteron 2431 6-Core Processor,Dell F403T 2.40GHz 2400MHz HTL 6MB L3 Cache Socket F (1207) AMD Opteron 2431 Hexa-core (6 Core) Processor,Refurbished              ,$148.00,https://cdn.cmshardware.com/images/Images/Products/F403T.webp,Opteron ,,2431  ,,Micro Processor ,Hexa-core (6 Core) ,2.40 GHz,Socket F 
X8W3T, Dell ,Processors,Laptop Processors,NA,X8W3T - Dell 2.2GHz Socket S1 AMD Athlon II P340 2-Core Processor,Dell X8W3T 2.2GHz 1600MHz HTL 1MB L2 Cache Socket S1 (S1g4) AMD Athlon II P340 Dual-core (2 Core) Processor,Refurbished,$247.00,https://cdn.cmshardware.com/images/Images/Products/X8W3T.webp,Athlon II ,P300 ,Athlon II P340 ,AMD ,Micro Processor ,Dual-core (2 Core) ,2.2 GHz,Socket FS1 
77XN0, Dell ,Processors,Desktop Processors,NA,77XN0 - Dell 3.1GHz Socket AM3 Athlon II X2 255 2-Core Processor,Dell 77XN0 3.1GHz 2000MHz HTL 2MB L2 Cache Socket AM2+ / AM3 AMD Athlon II X2 255 Dual-core (2 Core) Processor Kit,Refurbished,$236.00,https://cdn.cmshardware.com/images/Images/Products/77XN0.webp,Athlon II X2 ,,255 ,AMD ,Micro Processor ,Dual-core (2 Core) ,3.1 GHz,Socket AM2+ 
0GW306, Dell ,Processors,Server Processors,NA,0GW306 - Dell 2.00GHz Socket F Opteron 8350 4-Core Processor,Dell 0GW306 2.00GHz 1000MHz HTL 2MB L3 Cache Socket F (1207) AMD Opteron 8350 Quad-core (4 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/0GW306.webp,Opteron ,,8350  ,,Micro Processor ,Quad-core (4 Core) ,  2.00 GHz,Socket Fr2(1207) 
DN495, Dell ,Processors,Desktop Processors,NA,DN495 - Dell 2.00GHz Socket 939 Athlon 64 3200+ 1-Core Processor,Dell DN495 2.00GHz 1000MHz HTL 512KB L2 Cache Socket 939 AMD Athlon 64 3200+ Single-core (1 Core) Processor,Refurbished,$739.00,https://cdn.cmshardware.com/images/Images/Products/DN495.webp,Athlon 64 ,,3200 ,,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket PGA-939 
HR844, Dell ,Processors,Laptop Processors,NA,HR844 - Dell 2.00GHz Socket S1 (S1g1) Sempron 3600+ 1-Core Processor,Dell HR844 2.00GHz 256KB L2 Cache Socket S1 (S1g1) AMD Sempron 3600+ Single-core (1 Core) Processor,Refurbished,$221.00,https://cdn.cmshardware.com/images/Images/Products/HR844.webp,Sempron ,3000 ,Sempron 3600+ ,AMD ,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket FS1 
6TF9T, Dell ,Processors,Server Processors,NA,6TF9T - Dell 2.40GHz Socket G34 Opteron 6136 8-Core Processor,Dell 6TF9T 2.40GHz 3200MHz HTL 12MB L3 Cache Socket G34 AMD Opteron 6136 Octa-core (8 Core) Processor For PowerEdge R715,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/6TF9T.webp,,,,,Micro Processor ,Octa-core (8 Core) ,2.4 MHz,Socket G34 
41T8T, Dell ,Processors,Server Processors,NA,41T8T - Dell 2.60GHz Socket G34 Opteron 6140 8-Core Processor,Dell 41T8T 2.60GHz 3200MHz HTL 12MB L3 Cache Socket G34 AMD Opteron 6140 Octa-core (8 Core) Processor,Refurbished,$278.00,https://cdn.cmshardware.com/images/Images/Products/41T8T.webp,Opteron ,,Opteron 6140 ,AMD ,Micro Processor ,Octa-core (8 Core) ,2.60 GHz,Socket G34 
134XN, Dell ,Processors,Desktop Processors,NA,134XN - Dell 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 134XN 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/134XN.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,566 MHz,Socket PPGA370 
0533R, Dell ,Processors,Server Processors,NA,0533R - Dell 450MHz Socket SC330 Pentium II Xeon 1-Core Processor,Dell 0533R 450MHz 100MHz FSB 2MB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$68.00,https://cdn.cmshardware.com/images/Images/Products/0533R.webp,Pentium II Xeon ,,,,Micro Processor ,Single-core (1 Core) ,450 MHz,Socket SC330 
06MCP, Dell ,Processors,Server Processors,NA,06MCP - Dell 933MHz SECC330 Pentium III Xeon 1-Core Processor,Dell 06MCP 933MHz 100MHz FSB 256KB L2 Cache Socket SECC2330/SECC330/SECC495 Intel Pentium III Xeon Single-core (1 Core) Processor,Refurbished,$51.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-Gen.webp,Pentium III Xeon ,,,,Micro Processor ,Single-core (1 Core) ,933 MHz,Socket SECC2330 
1884D, Dell ,Processors,Server Processors,NA,1884D - Dell 400MHz Socket Slot 2 Pentium II Xeon 1-Core Processor,Dell 1884D 400MHz 100MHz FSB 1MB L2 Cache Socket Slot 2 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$50.00,https://cdn.cmshardware.com/images/Images/Products/1884D-s.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,4.00 GHz,Socket SECC330 
2089D, Dell ,Processors,Server Processors,NA,2089D - Dell 450MHz Socket SC330 Pentium II Xeon 1-Core Processor,Dell 2089D 450MHz 100MHz FSB 2MB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$68.00,https://cdn.cmshardware.com/images/Images/Products/2089D-s.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,450 MHz,Socket SECC330 
1089D, Dell ,Processors,Server Processors,NA,1089D - Dell 450MHz Socket SC330 Pentium II Xeon 1-Core Processor,Dell 1089D 450MHz 100MHz FSB 2MB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$65.00,https://cdn.cmshardware.com/images/Images/Products/1089D-s.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,450 MHz,Socket SECC330 
1271D, Dell ,Processors,Server Processors,NA,1271D - Dell 400MHz Socket SC330 Pentium II Xeon 1-Core Processor,Dell 1271D 400MHz 66MHz FSB 512KB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$138.00,https://cdn.cmshardware.com/images/Images/Products/1271D.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket SECC330 
0782D, Dell ,Processors,Server Processors,NA,0782D - Dell 400MHz Socket Slot 2 Pentium II Xeon 1-Core Processor,Dell 0782D 400MHz 100MHz FSB 1MB L2 Cache Socket Slot 2 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$65.00,https://cdn.cmshardware.com/images/Images/Products/0782D-s.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,4.00 GHz,Socket SECC330 
0870P, Dell ,Processors,Server Processors,NA,0870P - Dell 400MHz Socket SC330 Pentium II Xeon 1-Core Processor,Dell 0870P 400MHz 66MHz FSB 512KB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/0870P-s.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket SECC330 
K0J6Y, Dell ,Processors,Desktop Processors,NA,K0J6Y - Dell 3.10GHz 5GT/s DMI 8MB SmartCache Socket FCLGA1155 Intel Core i7-3770S 4-Core Processor,Dell K0J6Y 3.10GHz 5GT/s DMI 8MB SmartCache Socket FCLGA1155 Intel Core i7-3770S 4-Core Processor,Refurbished,$221.00,https://cdn.cmshardware.com/images/Images/Products/K0J6Y-o.webp,Core i7 ,,3770S ,,Micro Processor ,Quad-core (4 Core) ,3.10 GHz,Socket FCLGA1155 
5G79K, Dell ,Processors,Desktop Processors,NA,5G79K - Dell 2.20GHz 8GT/s DMI3 6MB SmartCache Socket FCLGA1155 Intel Core i5-6400T 4-Core Processor,Dell 5G79K 2.20GHz 8GT/s DMI3 6MB SmartCache Socket FCLGA1155 Intel Core i5-6400T 4-Core Processor,Refurbished,$110.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-Gen.webp,,,,,,,,
0J5K0, Dell ,Processors,Server Processors,NA,0J5K0 - Dell 2.80GHz LGA2011 Xeon E7-4890V2 15-Core Processor,Dell 0J5K0 2.80GHz 8.00GT/s DMI3 37.5MB L3 Cache Socket FCLGA2011 Intel Xeon E7-4890V2 Pentadeca-core (15 Core) Processor,Refurbished,$120.00,https://cdn.cmshardware.com/images/Images/Products/0J5K0-o.webp,,,,,,,,
C3684, Dell ,Processors,Laptop Processors,NA,C3684 - Dell 2.20GHz 400MHz FSB 256KB L2 Cache Socket PGA478 Intel Celeron Single-core (1 Core) Mobile Processor,Dell C3684 2.20GHz 400MHz FSB 256KB L2 Cache Intel Celeron Mobile Processor,Refurbished,$159.00,https://cdn.cmshardware.com/images/Images/Products/C3684.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,2.20 GHz,Socket PGA-478 
C3823, Dell ,Processors,Desktop Processors,NA,C3823 - Dell 2.80GHz PLGA775 Pentium 4 520 1-Core Processor,Dell C3823 2.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium 4 520 Single-core (1 Core) Processor,Refurbished,$147.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-4.webp,Pentium 4 ,,521  ,,Micro Processor ,Single-core (1 Core) ,2.80 GHz,Socket PLGA-775 
C3040, Dell ,Processors,Server Processors,NA,C3040 - Dell 3.20GHz Socket PGA604 Xeon 1-Core Processor,Dell C3040 3.20GHz 533MHz FSB 1MB L2 Cache Socket PGA604 Intel Xeon Single-core (1 Core) Processor,Refurbished              ,$148.00,https://cdn.cmshardware.com/images/Images/Products/C3040.webp,Xeon ,,,,Processor Upgrade ,Single-core (1 Core) ,533 MHz,Socket PPGA604 
